"","E_wti_fut_tr","E_sptr","E_ustreas","E_us6mo_tr","E_energy","r_wti_fut_tr","r_sptr","r_ustreas","r_us6mo_tr","r_energy"
"2010-05-28",-0.0439790873389268,-0.0393588815294616,0.0404232536838169,0,-0.0236391316524456,-0.0144614928809496,0.14594951448347,0.0331816097538307,0,0.000592837875712626
"2010-06-02",-0.0394784238706124,-0.0370252217079656,0.0403864115595516,0,-0.0210973308027225,-0.0160212822189841,0.172888315330811,0.030761123330402,0,0.0131185472085923
"2010-06-03",-0.0343870077656856,-0.034692182623237,0.0397238974476478,0,-0.0177037421151507,0.0207282138972558,0.203465813946923,0.026012876934153,0,0.0536805172873102
"2010-06-04",-0.0478936304274016,-0.044938356167785,0.0431002055435917,0,-0.0278368601145471,-0.0284452472511365,0.158616196812618,0.0344355190529098,0,0.0275028097965171
"2010-06-07",-0.0499654804706517,-0.0470306371634416,0.0427855892215311,0,-0.0308722629143619,0.0113086729007006,0.156378622676045,0.0355287271122605,0,0.025324910583173
"2010-06-08",-0.0446247458156163,-0.0428706823252787,0.0430447553142457,0,-0.0279283498906979,-0.0271945906813964,0.137019446394519,0.0405996999724207,0,0.00519535204007182
"2010-06-09",-0.0440772553728679,-0.0438944811163258,0.0427960732828061,0,-0.029376524066329,-0.0028013391999615,0.13269931455328,0.0408047513744216,0,-0.00793793058277303
"2010-06-10",-0.043192614518246,-0.0414953794644585,0.0418615987995081,0,-0.0281934259345615,-0.0192961487462031,0.167266779951905,0.0320947772242176,0,0.00984687316053134
"2010-06-11",-0.0495047920910969,-0.0446953440952252,0.0423367559276975,0,-0.0317684793957654,-0.0218088211253098,0.188476252104703,0.0432784328223282,0,0.0460735235052205
"2010-06-14",-0.0440674817959201,-0.0437447536008702,0.0408842670560343,0,-0.0296880087260732,-0.0194747702192539,0.188175400928679,0.0444869137318183,0,0.0397806032786967
"2010-06-15",-0.0377667411303862,-0.0428012481880968,0.0394737322997106,0,-0.0266646041851716,-0.0141159742798387,0.230470202895592,0.0503788566197891,0,0.0629271345814714
"2010-06-16",-0.0343302550136948,-0.0426944555308014,0.0399728084292044,0,-0.0255346933111464,-0.0294053829143617,0.214352815214177,0.0511709036572978,0,0.044704091608499
"2010-06-17",-0.0417646427796694,-0.0465839444315864,0.0399743552738517,0,-0.0306483201754039,-0.0569428452847004,0.202200792002505,0.0470432472544962,0,0.0287879134096504
"2010-06-18",-0.0412630259860566,-0.04319210495516,0.0380782414196957,0,-0.025580265054277,-0.088362653091094,0.177670408191049,0.0556630378191099,0,-0.00808332362734621
"2010-06-21",-0.0376383864342674,-0.0427470006909082,0.0375110385424944,0,-0.0241896381859913,-0.0834499025215668,0.171844150745687,0.0525378615214154,0,-0.0080561240606859
"2010-06-22",-0.0429901221217929,-0.047403306939462,0.0386306527770083,0,-0.0307713530516414,-0.0576656688271411,0.169453730026966,0.0524749402867541,0,0.00255551882001281
"2010-06-23",-0.0399597183979819,-0.0473404219157058,0.0390692781501728,0,-0.0313192365352098,-0.117615663196005,0.154813851516232,0.0616319256301341,0,-0.0223073360780618
"2010-06-24",-0.0446141874266738,-0.0497475093360945,0.0373211394498245,0,-0.0341032962342149,-0.110139420145599,0.140477822520138,0.070839675392117,0,-0.038093536870269
