"('2003-04-25', '2005-03-31')","('2005-04-01', '2007-11-30')","('2007-12-01', '2009-06-30')","('2009-07-01', '2012-02-29')","('2012-03-01', '2014-10-31')","('2014-11-01', '2017-06-30')","('2017-07-01', '2020-01-31')",win_max_consec,win_period,var_1,var_1_text,var_2,var_2_text
0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2->3,rdsaRet,0,fEnv,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,sp500Ret,0,fGom,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,5->7,sEnv,1,sEpg,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2->2; 7->7,WIPI_8wk,0,PCAall,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,HedgPres,0,sEpg,1
0.0,1.0,1.0,0.0,1.0,1.0,0.0,2,2->3; 5->6,tnote_10y,0,fCo,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,bpRet,0,DOilVol,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2->3,PCAsent,1,sRpc,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2->3,WIPI_8wk,0,sEnv,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,HedgPres,0,fEnv,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,sEp,1,sRpc,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2->2; 4->4,fCo,1,fGom,1
0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,5->7,PCAsent,1,sEpg,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,5,2->6,OpenInt,0,DProd,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2->2; 7->7,StikIdx,0,PCAall,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,2->3,WIPI_8wk,0,sBbl,1
0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2->4,fGom,1,sRpc,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,3,2->4,basis,0,fEnv,1
0.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2->3; 6->7,fCo,1,sRpc,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2->2; 5->5,fCo,1,sBbl,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,3,2->4,OpenInt,0,basis,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2->2; 6->6,rdsaRet,0,fEpg,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,2->2; 4->4; 6->6,fEp,1,sRpc,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,sGom,1,sRpc,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,5->6,fEnv,1,sEpg,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2->2; 5->5,bpRet,0,fCo,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,fEnv,1,sBbl,1
0.0,1.0,1.0,0.0,1.0,0.0,1.0,2,2->3,sEpg,1,sCo,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2->2; 5->5,Mom,0,sCo,1
